0 1.89422261413693E-05
1 1.89422261413693E-05
2 1.89422261413693E-05
3 1.89422261413693E-05
4 1.89422261413693E-05
5 1.89422261413693E-05
6 1.89422261413693E-05
7 1.89422261413693E-05
8 1.89422261413693E-05
9 1.89422261413693E-05
10 1.89422261413693E-05
11 1.89422261413693E-05
12 1.89422261413693E-05
13 1.89422261413693E-05
14 1.89422261413693E-05
15 1.89422261413693E-05
16 1.89422261413693E-05
17 1.89422261413693E-05
18 1.89422261413693E-05
19 1.89422261413693E-05
20 1.89422261413693E-05
21 1.89422261413693E-05
22 1.89422261413693E-05
23 1.89422261413693E-05
24 1.89422261413693E-05
25 1.89422261413693E-05
26 1.89422261413693E-05
27 1.89422261413693E-05
28 1.89422261413693E-05
29 1.89422261413693E-05
30 1.89422261413693E-05
31 1.89422261413693E-05
32 1.89422261413693E-05
33 1.89422261413693E-05
34 1.89422261413693E-05
35 1.89422261413693E-05
36 1.89422261413693E-05
37 1.89422261413693E-05
38 1.89422261413693E-05
39 1.89422261413693E-05
40 1.89422261413693E-05
41 1.89422261413693E-05
42 1.89422261413693E-05
43 1.89422261413693E-05
44 1.89422261413693E-05
45 1.89422261413693E-05
46 1.89422261413693E-05
47 1.89422261413693E-05
48 1.89422261413693E-05
49 1.89422261413693E-05
50 1.89422261413693E-05
51 1.89422261413693E-05
52 1.89422261413693E-05
53 1.89422261413693E-05
54 1.89422261413693E-05
55 1.89422261413693E-05
56 1.89422261413693E-05
57 1.89422261413693E-05
58 1.89422261413693E-05
